amount,velocity,device_change,location_change,transaction_frequency,merchant_category,fraud
17424.2,3,0,0,2,SHOPPING,0
10212.77,5,0,0,3,FOOD,1
7356.74,1,0,0,2,SHOPPING,0
15024.13,1,0,1,4,FOOD,0
18253.7,2,0,0,5,CRYPTO,1
100.0,2,0,0,4,GROCERY,1
2739.98,1,0,0,3,GROCERY,0
18726.5,6,0,0,6,SHOPPING,0
16466.53,1,0,0,7,GROCERY,0
50741.89,3,0,0,1,ELECTRONICS,0
21471.75,3,0,0,6,SHOPPING,0
45169.61,2,0,0,3,FOOD,0
18187.16,2,0,0,4,SHOPPING,0
5308.44,1,0,0,6,FOOD,0
1670.09,3,0,0,4,FOOD,0
22836.79,6,0,0,4,TRAVEL,0
15498.66,2,0,0,4,CRYPTO,1
740.78,1,0,1,11,SHOPPING,0
6695.49,4,0,0,4,FOOD,0
47128.66,1,1,1,1,GAMING,1
10409.25,1,0,0,5,GROCERY,0
8503.78,4,0,0,6,FOOD,0
9179.03,3,0,0,2,SHOPPING,0
3514.64,1,0,0,9,TRAVEL,0
6899.78,1,0,0,5,GROCERY,0
6926.09,6,0,0,3,SHOPPING,0
806.63,2,0,0,1,TRAVEL,0
21887.34,4,0,0,2,SHOPPING,0
8080.78,1,0,0,3,TRAVEL,0
25904.74,3,0,0,4,ELECTRONICS,0
28491.64,5,0,0,1,SHOPPING,0
3573.74,2,0,0,2,GROCERY,0
16065.84,5,0,0,3,GROCERY,0
9587.89,1,0,0,4,CRYPTO,0
31823.56,3,0,0,3,ELECTRONICS,0
3645.23,1,0,0,4,GAMING,0
16989.36,1,0,0,8,OTHER,0
14037.92,2,0,1,3,GAMING,0
5249.78,5,0,1,3,ELECTRONICS,0
2203.17,1,0,1,4,ELECTRONICS,0
15817.77,4,0,0,2,FOOD,0
20125.41,1,0,0,5,OTHER,0
5688.79,3,0,0,4,SHOPPING,0
15527.49,2,0,0,1,FOOD,0
7541.15,1,0,0,4,FOOD,1
18734.91,2,0,0,2,GAMING,0
3332.45,1,1,0,4,FOOD,1
33138.47,1,0,0,1,GROCERY,0
5082.73,2,0,0,5,SHOPPING,0
6877.91,3,0,0,6,GAMING,0
897.71,1,0,0,3,SHOPPING,0
1773.52,1,1,1,5,GAMING,1
10880.78,1,0,0,3,GAMING,0
4671.28,5,0,0,11,CRYPTO,0
27070.87,1,0,0,4,TRAVEL,0
222.04,1,0,0,3,ELECTRONICS,0
7148.63,1,0,0,3,FOOD,0
6172.52,4,1,0,1,GROCERY,0
292.75,2,0,0,3,SHOPPING,0
1992.15,3,0,0,6,GROCERY,0
8007.39,1,0,0,3,SHOPPING,1
10184.66,1,0,0,3,GROCERY,0
7770.01,1,0,0,8,GROCERY,0
11355.29,2,0,1,3,CRYPTO,1
13562.9,6,0,0,3,TRAVEL,1
149.6,2,0,1,4,TRAVEL,0
9356.98,8,0,0,6,SHOPPING,0
49656.33,5,0,0,4,SHOPPING,0
10979.33,3,0,0,3,FOOD,0
16976.75,5,0,1,2,SHOPPING,0
5606.53,1,0,0,1,TRAVEL,0
22307.73,1,0,1,2,GROCERY,0
22236.89,4,0,0,5,FOOD,0
11050.09,1,0,0,4,SHOPPING,0
55954.16,1,0,0,1,SHOPPING,0
2012.41,1,0,0,5,GAMING,0
256.39,2,0,0,6,GAMING,0
22055.46,1,1,0,4,FOOD,0
24688.07,5,0,0,3,SHOPPING,0
1921.03,3,0,0,1,OTHER,0
4630.17,4,0,0,4,GAMING,0
265.62,1,0,0,5,FOOD,0
5207.42,3,0,0,4,FOOD,0
22251.46,1,1,0,3,GROCERY,0
10945.94,2,0,0,4,ELECTRONICS,0
6417.86,5,0,1,4,FOOD,0
6972.0,2,0,0,3,SHOPPING,0
100.0,2,0,1,4,GAMING,0
5345.85,5,0,0,6,CRYPTO,0
15596.33,1,0,0,4,FOOD,0
54857.48,3,0,0,3,FOOD,0
28165.72,2,0,0,2,CRYPTO,0
358.17,3,0,0,7,SHOPPING,0
34324.41,4,0,0,6,GAMING,0
22931.59,3,0,0,8,GROCERY,0
22737.58,5,1,0,1,OTHER,0
9187.22,1,0,0,6,SHOPPING,0
7612.6,1,0,0,6,GROCERY,0
5412.73,1,0,0,2,SHOPPING,0
1019.28,1,0,1,3,CRYPTO,0
3886.13,2,0,0,4,SHOPPING,0
4247.46,3,0,0,1,GROCERY,0
9926.97,4,0,0,2,TRAVEL,0
20641.86,3,0,0,9,CRYPTO,0
9631.39,1,0,0,3,GROCERY,0
893.77,6,0,0,2,GROCERY,0
47476.4,1,0,0,5,GROCERY,0
42898.19,1,0,0,5,FOOD,0
23069.99,4,0,0,2,GROCERY,0
71214.67,4,0,0,5,SHOPPING,0
11794.81,3,1,0,4,ELECTRONICS,1
49358.94,2,0,0,5,ELECTRONICS,0
1179.24,2,0,0,6,TRAVEL,0
6828.04,3,1,0,5,FOOD,0
3830.76,2,0,0,2,ELECTRONICS,0
3269.23,2,0,0,5,TRAVEL,0
2276.35,4,0,0,4,CRYPTO,0
14609.34,2,0,0,2,SHOPPING,0
22802.31,2,0,0,3,GROCERY,0
12951.86,2,1,0,5,TRAVEL,0
2384.28,1,0,0,3,GROCERY,0
24999.95,3,1,0,3,OTHER,0
15157.15,4,0,0,4,ELECTRONICS,0
7369.41,4,0,0,4,GAMING,0
16818.86,2,0,0,6,ELECTRONICS,0
4514.65,2,1,0,4,GROCERY,0
6351.2,3,0,1,5,SHOPPING,0
37421.78,3,0,1,5,ELECTRONICS,0
5148.02,8,0,0,8,FOOD,1
9522.84,2,0,0,6,ELECTRONICS,0
33128.38,1,0,0,8,GAMING,0
18450.71,6,0,0,5,FOOD,0
963.33,5,0,0,5,GROCERY,0
2390.27,4,1,1,5,OTHER,0
118.09,3,0,0,4,GROCERY,0
14951.2,2,0,1,3,FOOD,0
8904.24,3,0,0,4,SHOPPING,0
2162.82,2,1,0,6,ELECTRONICS,0
47527.78,2,0,0,6,OTHER,0
11314.48,6,0,0,1,SHOPPING,0
4153.97,4,0,0,1,OTHER,0
10415.33,3,0,0,8,SHOPPING,0
17073.73,5,1,0,2,ELECTRONICS,1
1189.53,3,1,1,6,GROCERY,1
4817.63,1,0,1,1,SHOPPING,1
24673.29,3,0,0,4,CRYPTO,0
9233.49,2,0,0,4,FOOD,0
11863.95,1,0,0,6,GROCERY,0
8506.07,2,0,0,6,SHOPPING,0
673.39,2,0,0,6,SHOPPING,0
2718.33,1,0,0,3,FOOD,0
8846.45,2,1,0,5,OTHER,0
3520.38,4,0,0,6,TRAVEL,0
769.07,3,0,0,2,FOOD,0
27834.84,1,0,0,1,OTHER,0
59602.52,3,0,0,4,GROCERY,0
23635.9,4,0,0,2,CRYPTO,0
28840.15,2,0,1,7,FOOD,0
4155.63,1,0,0,4,FOOD,0
48520.12,3,0,0,4,SHOPPING,0
3289.62,3,0,0,2,ELECTRONICS,0
45371.18,1,1,0,5,ELECTRONICS,0
78942.21,2,0,0,1,GROCERY,0
18657.49,6,1,0,9,FOOD,0
59563.65,2,1,1,2,ELECTRONICS,1
12643.51,1,1,0,5,OTHER,0
4507.29,1,1,0,1,ELECTRONICS,0
8617.03,6,0,0,4,FOOD,0
13504.82,1,1,0,2,SHOPPING,0
1138.35,2,0,0,5,TRAVEL,0
14606.54,2,0,1,6,GROCERY,0
59590.8,4,0,0,6,SHOPPING,0
3162.81,2,0,0,4,SHOPPING,0
23596.24,2,0,0,6,FOOD,1
35773.01,3,0,0,7,TRAVEL,0
43156.34,2,0,0,5,TRAVEL,1
48334.08,6,0,0,1,OTHER,0
11055.22,1,0,0,1,SHOPPING,0
56786.08,6,0,1,8,SHOPPING,1
21239.57,3,0,1,1,GROCERY,1
2645.18,4,0,0,5,SHOPPING,0
9719.74,2,0,0,5,GROCERY,0
19005.35,1,0,0,2,GROCERY,0
4262.13,4,0,0,3,GROCERY,0
15350.42,1,0,0,4,TRAVEL,0
16476.21,5,0,0,5,TRAVEL,0
2663.59,2,0,0,4,GAMING,0
12489.08,3,0,0,3,SHOPPING,0
22151.62,1,1,0,1,SHOPPING,0
10364.11,2,0,1,3,GROCERY,0
182.65,2,0,0,4,ELECTRONICS,0
136.19,1,0,0,2,GROCERY,0
6624.84,5,0,0,5,SHOPPING,0
39094.74,3,1,0,8,GROCERY,0
3894.72,2,0,0,1,GAMING,0
15091.74,1,0,0,1,ELECTRONICS,0
3766.89,4,0,0,3,ELECTRONICS,0
5821.82,6,0,1,1,GROCERY,1
28262.28,4,0,0,6,ELECTRONICS,0
19576.88,3,0,0,4,ELECTRONICS,0
1503.92,2,0,0,10,GROCERY,0
8397.67,2,1,0,1,FOOD,0
444.05,1,0,1,2,GROCERY,1
9834.6,4,0,0,2,ELECTRONICS,0
16289.91,1,0,0,5,FOOD,0
1892.0,2,0,0,3,FOOD,0
5113.82,3,0,0,8,GROCERY,0
7608.4,3,0,0,3,SHOPPING,0
37798.25,4,0,0,2,GROCERY,0
74984.34,1,0,0,5,CRYPTO,0
689.27,1,0,0,3,GROCERY,0
21469.87,2,0,0,1,GROCERY,1
6971.64,1,0,0,7,TRAVEL,0
7475.01,1,0,1,3,OTHER,0
21052.52,3,0,0,4,OTHER,0
37593.75,1,0,0,2,GROCERY,0
45217.18,1,1,0,5,FOOD,1
12910.09,3,0,0,5,SHOPPING,1
6626.99,1,0,0,1,GROCERY,0
23235.66,4,0,0,1,SHOPPING,0
4335.27,4,0,1,4,SHOPPING,1
12454.24,2,1,0,8,TRAVEL,0
6661.03,1,0,0,2,OTHER,0
16034.25,3,0,0,5,FOOD,0
4124.43,6,0,0,4,TRAVEL,0
3190.34,1,0,0,2,SHOPPING,0
37559.34,2,0,0,8,SHOPPING,0
1610.5,2,0,0,2,TRAVEL,0
10577.02,2,0,0,4,OTHER,0
3743.33,5,1,0,6,CRYPTO,0
595.62,4,0,0,2,TRAVEL,0
550.25,3,0,0,6,SHOPPING,0
2889.61,4,0,0,5,SHOPPING,0
30235.21,1,0,0,2,GAMING,0
4979.29,2,0,0,2,FOOD,0
45074.37,3,0,0,2,TRAVEL,0
13070.56,5,1,0,5,SHOPPING,0
8606.86,4,0,0,5,TRAVEL,0
13015.68,3,0,0,5,GROCERY,0
10906.72,1,0,0,7,ELECTRONICS,0
21330.46,3,0,0,6,TRAVEL,0
4979.65,1,0,0,2,GROCERY,0
6532.3,1,0,0,3,SHOPPING,1
33678.09,2,0,0,4,ELECTRONICS,0
43908.92,1,0,1,5,OTHER,0
33462.09,2,0,0,4,GROCERY,0
8156.64,4,1,0,3,GROCERY,1
22736.86,3,0,1,3,GROCERY,0
9703.57,1,0,0,4,OTHER,0
10323.58,4,0,0,4,GAMING,0
3435.16,2,0,0,4,TRAVEL,0
13415.38,4,0,0,1,GROCERY,0
3089.43,3,0,0,4,SHOPPING,0
6042.24,2,0,0,6,ELECTRONICS,0
28968.45,2,0,0,3,OTHER,0
3480.41,4,0,0,5,SHOPPING,0
1107.25,3,0,0,4,OTHER,0
1072.56,2,0,0,4,GROCERY,0
42398.58,1,0,0,3,SHOPPING,1
10606.27,1,0,0,1,CRYPTO,0
7899.55,1,1,0,2,TRAVEL,0
24980.49,1,0,1,5,GAMING,1
27102.42,3,0,0,1,OTHER,0
6056.3,2,0,0,3,SHOPPING,0
17743.84,2,0,0,4,FOOD,0
22118.55,1,0,0,3,ELECTRONICS,0
15947.98,3,0,0,4,TRAVEL,0
2465.96,1,0,0,6,GAMING,0
31297.97,1,1,0,6,SHOPPING,0
11618.44,1,0,0,4,GAMING,0
4979.16,1,0,0,5,OTHER,0
8306.73,3,1,0,3,ELECTRONICS,0
574.43,3,0,0,1,ELECTRONICS,0
2052.2,1,0,0,5,TRAVEL,0
21757.49,1,0,0,8,SHOPPING,0
100.0,3,0,0,3,OTHER,0
8082.35,1,0,0,4,TRAVEL,0
11088.19,2,0,0,4,CRYPTO,0
842.75,3,0,1,2,SHOPPING,0
54222.26,4,0,0,3,TRAVEL,0
3845.18,2,0,0,2,ELECTRONICS,0
5440.37,2,0,0,1,ELECTRONICS,0
5434.85,2,0,0,5,SHOPPING,0
3928.59,2,0,0,2,SHOPPING,0
100.0,2,0,1,4,FOOD,0
19603.64,2,0,0,2,SHOPPING,0
51098.65,1,0,0,4,FOOD,0
3809.72,8,0,0,4,SHOPPING,1
16317.19,2,0,0,3,CRYPTO,1
20315.91,4,0,0,3,OTHER,0
28300.16,2,0,0,5,TRAVEL,0
8239.06,2,1,1,2,GROCERY,1
5413.06,2,0,0,3,SHOPPING,0
5902.2,1,0,1,5,TRAVEL,1
18704.32,3,0,0,6,SHOPPING,0
25455.97,1,0,1,5,FOOD,0
3006.32,3,1,0,5,FOOD,0
6952.95,2,1,0,5,SHOPPING,0
34832.67,1,0,0,4,FOOD,0
24652.18,2,0,0,2,FOOD,0
62854.64,3,0,0,2,CRYPTO,0
21051.5,2,0,0,1,GAMING,0
7493.22,1,0,0,3,GROCERY,0
13397.33,2,0,0,7,FOOD,0
16226.96,3,0,0,4,SHOPPING,0
1225.57,2,0,0,5,GROCERY,0
11795.29,4,0,0,1,ELECTRONICS,0
18533.03,1,0,0,3,SHOPPING,0
2746.61,2,0,0,5,SHOPPING,0
22755.05,3,0,0,2,FOOD,0
13147.86,3,0,1,3,FOOD,0
45617.78,2,0,0,7,CRYPTO,0
650.23,1,0,0,5,GAMING,0
4624.93,1,0,0,5,OTHER,0
13802.74,4,0,0,1,ELECTRONICS,0
5276.59,1,0,0,9,TRAVEL,0
18798.71,3,0,0,6,FOOD,0
21344.7,1,0,0,3,ELECTRONICS,0
1622.4,4,0,0,5,OTHER,0
10818.71,2,0,0,4,GROCERY,0
10666.32,2,0,0,6,SHOPPING,0
6913.42,2,0,0,4,GROCERY,1
40529.13,4,0,0,2,GAMING,0
26360.92,5,1,0,5,TRAVEL,0
17920.71,1,0,0,8,CRYPTO,0
18793.59,2,0,1,6,GROCERY,0
9290.54,1,0,0,3,OTHER,0
38073.57,3,0,1,3,GROCERY,0
17791.77,3,0,1,3,FOOD,0
19583.5,8,1,0,4,GROCERY,0
29673.96,6,0,0,2,GROCERY,0
4804.56,4,0,0,9,GROCERY,0
24681.49,3,0,0,4,SHOPPING,0
3258.18,1,0,0,2,GAMING,0
6354.63,3,1,0,3,OTHER,0
6133.3,3,0,0,3,TRAVEL,0
57613.31,2,0,0,1,GROCERY,0
29125.2,3,0,0,6,GROCERY,0
18118.2,1,1,0,3,SHOPPING,0
19477.37,3,0,0,3,GAMING,0
12385.54,2,0,0,5,TRAVEL,0
44087.63,1,0,0,2,TRAVEL,0
10285.39,5,0,0,5,GROCERY,0
7183.07,2,0,0,6,SHOPPING,0
2669.6,2,0,0,7,TRAVEL,0
23141.11,1,0,1,6,TRAVEL,0
19888.94,4,0,0,3,GROCERY,0
7276.27,1,0,0,5,GROCERY,0
382.74,5,0,0,4,OTHER,0
27395.01,4,0,0,3,SHOPPING,0
172.26,1,1,0,3,ELECTRONICS,0
18245.73,1,0,0,5,FOOD,0
52727.48,2,0,0,4,TRAVEL,1
8634.76,1,0,0,3,SHOPPING,0
4017.67,3,0,1,3,FOOD,0
18305.14,4,0,0,2,SHOPPING,0
25484.54,2,0,0,3,SHOPPING,0
11859.1,4,0,0,2,FOOD,0
51184.76,2,0,1,2,FOOD,1
795.77,4,0,0,2,TRAVEL,0
10541.77,4,0,0,4,SHOPPING,0
19011.89,2,0,0,1,FOOD,0
29777.3,3,0,0,6,GAMING,0
2963.15,2,0,0,6,ELECTRONICS,0
24141.83,4,0,0,8,OTHER,0
12068.12,1,0,0,3,TRAVEL,0
7576.47,2,0,1,5,FOOD,0
2118.53,4,0,0,3,CRYPTO,0
30070.11,1,0,0,5,FOOD,0
2566.69,5,0,0,4,ELECTRONICS,0
5561.34,1,0,0,5,GROCERY,0
5138.32,1,0,0,5,TRAVEL,0
30767.36,1,0,0,6,CRYPTO,0
16753.31,2,0,0,3,SHOPPING,1
23894.72,3,0,0,3,SHOPPING,0
4324.59,2,0,0,4,OTHER,0
14707.4,3,0,0,4,GROCERY,0
12720.58,2,0,0,1,FOOD,0
26831.19,1,0,0,1,OTHER,0
35480.81,2,1,1,8,TRAVEL,1
183.47,3,0,1,5,SHOPPING,0
16813.79,5,1,0,5,TRAVEL,1
798.41,2,0,0,3,FOOD,0
11939.62,1,0,0,1,GROCERY,0
5087.43,3,0,1,7,FOOD,0
5496.04,2,0,0,3,FOOD,0
6530.17,4,0,0,1,SHOPPING,0
14564.87,3,0,0,7,SHOPPING,0
6098.11,3,0,0,2,SHOPPING,0
19790.7,1,1,0,4,GROCERY,0
7776.0,1,1,0,2,GROCERY,0
1062.02,8,0,0,5,SHOPPING,0
22970.48,2,1,0,4,SHOPPING,0
5048.01,4,0,0,3,FOOD,0
8504.77,1,0,0,3,TRAVEL,0
17348.89,3,0,0,2,FOOD,0
6062.25,4,0,0,1,GROCERY,0
873.75,4,1,0,5,CRYPTO,0
7024.18,2,0,0,4,FOOD,0
43356.69,2,1,0,5,OTHER,0
15397.21,4,1,0,6,OTHER,1
16697.32,1,0,0,7,ELECTRONICS,0
15006.59,4,0,0,7,SHOPPING,0
3328.27,1,0,0,2,GAMING,0
8127.88,3,0,1,9,CRYPTO,1
20850.91,1,0,0,6,ELECTRONICS,0
1603.31,7,0,1,1,GROCERY,1
4882.89,2,0,0,6,GROCERY,0
4851.07,2,1,0,3,GROCERY,0
8485.01,1,0,1,6,GROCERY,0
58959.48,4,0,0,6,GROCERY,0
1048.33,6,0,0,3,SHOPPING,0
10969.0,2,0,0,8,SHOPPING,0
2965.15,1,0,0,11,ELECTRONICS,0
52940.51,1,0,0,5,FOOD,0
1803.79,1,0,0,3,GROCERY,1
7752.68,4,0,0,3,ELECTRONICS,0
20084.58,1,0,0,7,SHOPPING,0
18289.06,3,0,0,1,ELECTRONICS,0
8241.64,4,0,0,4,SHOPPING,0
6381.75,6,0,1,3,GAMING,1
7602.81,3,0,0,7,ELECTRONICS,0
4603.51,6,0,0,7,ELECTRONICS,0
3447.48,3,1,0,1,GROCERY,0
9896.84,2,0,0,4,CRYPTO,0
4690.56,4,0,0,7,SHOPPING,0
5083.82,1,0,1,4,GROCERY,1
16039.71,5,0,0,3,GAMING,0
51884.3,4,0,0,3,SHOPPING,0
13881.38,1,0,1,4,GROCERY,0
1201.56,2,0,1,5,GAMING,0
1178.89,2,0,0,3,SHOPPING,0
45369.14,3,0,0,5,GAMING,0
5292.18,1,0,0,5,GAMING,0
1448.77,4,1,0,8,GROCERY,0
13708.58,1,0,0,7,TRAVEL,0
14658.49,3,1,0,2,SHOPPING,0
15683.39,5,0,0,5,SHOPPING,0
4667.37,1,0,0,2,GROCERY,0
228.39,1,0,0,5,TRAVEL,0
50292.7,4,0,1,2,GAMING,0
4333.1,2,0,0,5,OTHER,0
16906.39,2,0,0,2,FOOD,0
18394.8,4,0,0,2,GROCERY,0
14124.41,2,0,0,4,SHOPPING,0
5629.29,1,0,1,5,GROCERY,0
4743.2,2,0,0,9,SHOPPING,0
13657.18,1,0,0,4,OTHER,0
30159.44,2,0,1,4,GROCERY,0
43986.78,2,0,1,1,SHOPPING,0
1679.16,1,0,0,2,TRAVEL,0
2523.24,1,0,0,4,GROCERY,0
43434.57,3,0,0,5,FOOD,0
20007.53,1,0,0,5,OTHER,0
32182.93,1,0,1,4,FOOD,0
3396.6,1,0,0,2,TRAVEL,1
13285.91,3,0,0,2,GROCERY,1
18116.68,5,0,0,5,ELECTRONICS,0
17096.76,2,0,0,6,FOOD,0
7867.57,4,1,0,2,FOOD,0
232.72,3,0,0,3,GROCERY,0
13117.38,1,0,0,3,GROCERY,0
4377.39,3,0,1,6,OTHER,0
8974.49,4,0,0,7,SHOPPING,0
47402.39,1,0,0,4,GAMING,0
7638.29,1,0,0,7,OTHER,0
27470.13,1,0,0,3,FOOD,0
3133.81,1,1,0,3,CRYPTO,1
16742.2,3,0,0,4,ELECTRONICS,0
56588.45,1,0,0,5,TRAVEL,0
1611.99,5,0,0,2,GAMING,0
125.32,1,0,0,5,GROCERY,0
8526.37,2,0,0,4,FOOD,0
1458.0,2,0,0,2,GROCERY,0
20697.79,2,0,0,6,OTHER,0
36897.12,4,0,0,6,GROCERY,0
8537.97,2,0,0,6,OTHER,0
4490.48,2,0,0,2,GROCERY,0
8548.11,1,0,0,5,ELECTRONICS,0
19280.34,2,0,0,3,ELECTRONICS,0
136.43,1,0,0,3,OTHER,0
13354.01,3,0,0,3,FOOD,0
14251.27,1,0,0,4,FOOD,0
15228.75,4,1,0,1,CRYPTO,0
4156.52,1,0,0,1,OTHER,0
18779.22,1,1,0,3,GROCERY,0
1437.61,3,0,0,1,TRAVEL,0
3333.48,1,0,0,2,FOOD,0
31491.0,2,0,0,5,ELECTRONICS,0
20132.62,3,0,1,1,GAMING,1
207.61,8,0,0,4,GAMING,1
4282.79,1,0,0,4,SHOPPING,0
3619.74,3,1,0,2,GROCERY,0
4737.24,1,0,0,3,TRAVEL,0
4266.51,3,1,0,1,GAMING,0
968.5,3,0,0,4,OTHER,1
9213.39,1,1,0,4,SHOPPING,1
19792.63,4,0,0,3,FOOD,0
13998.95,4,0,0,7,GROCERY,0
16761.04,1,0,1,5,GAMING,1
1269.47,4,1,0,1,SHOPPING,0
45390.0,1,0,1,7,ELECTRONICS,0
27347.99,1,0,0,4,GROCERY,0
24528.28,1,0,0,5,GROCERY,0
25972.71,2,0,1,4,OTHER,1
40481.27,3,0,0,3,GAMING,0
11787.29,2,0,0,2,SHOPPING,0
3352.44,3,0,0,4,SHOPPING,0
14387.33,3,0,0,3,OTHER,0
20373.27,1,0,1,3,FOOD,0
20086.43,1,0,0,4,GAMING,0
11054.89,1,1,0,1,GROCERY,0
1063.72,1,0,0,3,CRYPTO,0
6957.05,2,0,0,2,TRAVEL,0
38030.36,4,0,0,5,SHOPPING,0
13172.25,3,1,0,1,ELECTRONICS,0
11593.64,5,0,0,5,GROCERY,0
4697.12,1,0,0,5,GROCERY,0
6893.65,3,1,0,4,SHOPPING,1
33856.45,1,0,0,2,TRAVEL,0
16470.02,2,0,0,3,GROCERY,0
23224.23,1,0,0,3,SHOPPING,0
9086.54,1,0,1,3,FOOD,0
14923.81,3,0,0,3,TRAVEL,0
4282.94,2,0,0,4,OTHER,0
18335.15,3,0,0,2,GROCERY,0
8368.79,3,0,0,4,GROCERY,0
8765.62,1,1,0,3,TRAVEL,0
15718.32,4,0,0,2,SHOPPING,0
41299.0,3,0,0,5,ELECTRONICS,0
992.2,3,0,0,2,FOOD,0
26122.55,3,0,1,3,SHOPPING,0
5187.79,6,0,0,5,SHOPPING,0
8802.63,3,0,1,5,FOOD,0
332.35,4,1,0,3,ELECTRONICS,0
5372.56,5,0,0,4,GAMING,0
10476.35,1,0,0,1,FOOD,0
867.23,4,0,0,5,TRAVEL,0
10132.43,1,0,0,3,GROCERY,0
39282.19,1,0,1,1,GAMING,1
1670.57,3,0,0,2,FOOD,0
21686.89,2,0,0,4,GROCERY,0
7906.13,3,0,0,3,OTHER,0
15970.72,7,0,0,4,SHOPPING,0
4521.37,5,0,0,3,TRAVEL,0
2606.24,3,0,0,6,GAMING,0
2623.56,3,0,0,3,ELECTRONICS,0
1096.5,3,0,0,9,TRAVEL,0
3080.41,1,0,1,2,SHOPPING,1
16369.46,4,0,0,4,OTHER,0
32016.78,5,1,0,2,GROCERY,1
25240.27,5,0,0,1,OTHER,0
17334.14,1,0,0,4,ELECTRONICS,0
1755.29,1,1,0,12,TRAVEL,0
5120.2,1,0,0,4,FOOD,0
5561.76,1,1,1,4,GROCERY,1
4314.37,1,0,0,4,SHOPPING,0
10854.27,1,0,0,4,GAMING,0
11503.64,5,1,1,2,ELECTRONICS,1
6621.5,1,0,0,4,TRAVEL,0
6549.44,1,0,0,5,OTHER,0
26452.44,2,0,0,6,OTHER,0
23359.29,7,0,0,3,SHOPPING,0
5518.11,5,0,0,2,GROCERY,0
36764.27,4,0,0,6,SHOPPING,0
45805.19,1,0,0,2,CRYPTO,0
5934.41,4,0,0,6,SHOPPING,0
6564.21,1,0,0,3,FOOD,0
10567.19,1,0,0,7,ELECTRONICS,0
42484.01,5,0,0,4,ELECTRONICS,0
31350.8,3,0,0,3,OTHER,0
1623.27,4,0,1,2,SHOPPING,1
7481.75,5,0,0,4,OTHER,0
12090.41,2,0,0,1,FOOD,0
10491.48,2,0,1,8,CRYPTO,1
3232.52,2,0,0,2,SHOPPING,0
29365.45,2,1,1,2,GAMING,1
16948.79,6,0,0,5,OTHER,0
27293.9,2,0,0,1,TRAVEL,0
29359.88,1,0,0,5,ELECTRONICS,0
20696.09,1,0,0,5,OTHER,0
8676.15,3,0,0,3,SHOPPING,0
14145.17,4,0,0,1,SHOPPING,0
2621.83,1,0,0,4,OTHER,0
16796.56,6,0,0,5,ELECTRONICS,1
2963.11,2,0,0,3,CRYPTO,0
17760.08,3,1,0,4,TRAVEL,0
3912.65,5,0,0,4,ELECTRONICS,0
1875.82,1,0,1,4,GROCERY,1
2709.96,5,0,0,8,FOOD,0
100.0,4,0,0,4,GAMING,0
19027.12,2,0,0,4,SHOPPING,0
19773.99,3,1,0,9,SHOPPING,1
10852.03,2,0,0,3,OTHER,0
2639.66,3,0,0,4,TRAVEL,0
1308.79,5,0,0,5,GROCERY,0
289.71,1,0,1,4,SHOPPING,0
2718.3,3,0,0,3,SHOPPING,0
33226.24,2,0,0,2,OTHER,0
4146.92,3,0,0,7,ELECTRONICS,0
6560.64,2,0,0,3,SHOPPING,0
1669.76,3,0,0,2,SHOPPING,0
3772.4,2,1,0,6,OTHER,0
10985.33,3,1,0,6,TRAVEL,0
14037.94,2,0,0,6,SHOPPING,0
4222.56,1,0,0,4,SHOPPING,0
891.99,2,1,0,4,FOOD,0
7439.86,1,0,0,4,OTHER,0
4002.58,5,0,0,1,ELECTRONICS,0
3718.34,5,0,0,6,SHOPPING,0
48231.78,4,0,0,5,GROCERY,0
14368.43,2,0,0,7,GROCERY,0
12208.67,4,0,0,2,SHOPPING,0
8062.04,3,1,0,2,SHOPPING,0
8404.03,1,0,0,7,SHOPPING,0
11677.47,1,0,0,4,CRYPTO,0
17882.14,1,1,0,3,OTHER,1
18167.28,3,0,0,5,SHOPPING,0
2825.59,3,0,0,6,FOOD,1
10400.59,3,0,0,2,GAMING,0
7964.36,3,0,0,1,SHOPPING,0
30664.24,4,0,0,2,FOOD,0
14971.42,1,0,1,2,GROCERY,0
11405.47,3,0,0,8,FOOD,0
1839.2,6,0,0,4,GROCERY,0
13957.29,1,0,1,4,OTHER,0
1869.92,3,0,0,6,SHOPPING,0
6169.38,5,0,0,4,GROCERY,0
2311.99,2,0,0,5,GROCERY,0
17668.42,4,0,0,4,FOOD,0
3464.84,1,0,0,6,TRAVEL,0
7460.24,1,0,0,4,ELECTRONICS,0
33903.63,1,0,0,3,FOOD,0
3428.3,1,0,0,5,OTHER,0
10633.21,3,1,0,3,GAMING,1
8152.08,3,0,0,4,GAMING,0
274.35,3,0,0,1,FOOD,0
23608.03,2,0,0,5,SHOPPING,0
1073.18,1,0,0,2,SHOPPING,0
9644.09,3,1,0,2,SHOPPING,0
12337.85,1,0,0,4,FOOD,0
14850.13,1,1,0,2,OTHER,1
17501.68,2,0,0,3,CRYPTO,0
4380.82,4,0,0,1,FOOD,0
150.43,1,0,0,4,OTHER,0
19280.11,2,0,0,5,TRAVEL,0
11506.96,1,0,0,4,GROCERY,0
27129.1,2,0,1,4,FOOD,0
25838.12,3,0,1,4,GROCERY,0
27803.84,5,0,0,5,GROCERY,0
9956.58,2,0,0,4,GROCERY,0
6088.62,4,0,0,3,SHOPPING,0
23521.43,5,0,0,1,SHOPPING,0
9002.89,2,0,1,3,GROCERY,1
3039.86,3,0,0,5,SHOPPING,0
28962.64,2,0,0,7,FOOD,0
